protocolo;numero_licitacao;modalidade;cd_ugestora;valor_licitado;ano_homologacao;cpf_cnpj_proponente;valor_proposta;situacao_proposta
Proc. 09472/19;00015/2019;Pregao Presencial;201170;3.398.000,00;2019;11849840001-70;73.795.000,00;Vencedora
Proc. 09472/19;00015/2019;Pregao Presencial;201170;10.940.130,00;2019;26206220001-48;49.340.000,00;Vencedora
Proc. 09472/19;00015/2019;Pregao Presencial;201170;10.940.130,00;2019;95854480001-99;1.710.000,00;Vencedora
Proc. 09472/19;00015/2019;Pregao Presencial;201170;10.940.130,00;2019;355881020001-54;96.800.000,00;Vencedora
Proc. 09482/19;16332/2019;Tomada de Precos;601050;11.864.462,00;2019;10841110001-96;62.328.582,00;Vencedora
Proc. 09483/19;16159/2019;Concorrencia;601050;10.220.200,00;2019;283967800001-50;498.339.249,00;Vencedora
Proc. 09490/19;04007/2019;Pregao Eletronico;302095;2.250.000,00;2019;32375830045-88;14.989.800,00;Vencedora
Proc. 09490/19;04007/2019;Pregao Eletronico;302095;2.250.000,00;2019;92661280001-76;116.350.800,00;Vencedora
Proc. 09491/19;00009/2019;Pregao Presencial;201113;7.973.000,00;2019;49494940001-06;182.901.000,00;Perdedora
Proc. 09491/19;00009/2019;Pregao Presencial;201113;7.973.000,00;2019;195942190001-94;110.692.500,00;Vencedora
Proc. 09491/19;00009/2019;Pregao Presencial;201113;7.973.000,00;2019;220556630001-46;136.134.100,00;Perdedora
Proc. 09491/19;00009/2019;Pregao Presencial;201113;7.973.000,00;2019;240596580001-37;48.721.700,00;Perdedora
Proc. 09491/19;00009/2019;Pregao Presencial;201113;3.720.000,00;2019;264639490001-11;151.064.470,00;Perdedora
Proc. 09491/19;00009/2019;Pregao Presencial;201113;7.973.000,00;2019;302209890001-00;151.961.050,00;Perdedora
Proc. 09491/19;00009/2019;Pregao Presencial;201113;7.973.000,00;2019;305975770001-93;146.348.400,00;Vencedora
Proc. 09493/19;00027/2019;Pregao Presencial;201008;200.000,00;2019;87782010001-26;18.365.200,00;Vencedora
Proc. 09493/19;00027/2019;Pregao Presencial;201008;16.147.200,00;2019;92608310001-77;17.900.520,00;Vencedora
Proc. 09493/19;00027/2019;Pregao Presencial;201008;329.590,00;2019;151616700001-67;1.109.820,00;Vencedora
Proc. 09493/19;00027/2019;Pregao Presencial;201008;24.654.160,00;2019;152185610001-39;10.550.720,00;Vencedora
Proc. 09501/19;00039/2019;Pregao Presencial;201082;16.147.200,00;2019;134261950001-88;9.523.185,00;Vencedora
Proc. 09501/19;00039/2019;Pregao Presencial;201082;16.147.200,00;2019;144026470001-54;12.210.500,00;Vencedora
Proc. 09501/19;00039/2019;Pregao Presencial;201082;16.147.200,00;2019;165019160001-65;63.738.420,00;Perdedora
Proc. 09501/19;00039/2019;Pregao Presencial;201082;16.147.200,00;2019;182961530001-93;52.182.000,00;Perdedora
Proc. 09501/19;00039/2019;Pregao Presencial;201082;16.147.200,00;2019;189954570001-49;24.836.200,00;Vencedora
Proc. 09501/19;00039/2019;Pregao Presencial;201082;16.147.200,00;2019;199189050001-73;8.904.050,00;Vencedora
Proc. 09518/19;00014/2019;Pregao Presencial;201064;4.500.000,00;2019;71892150001-41;26.328.890,00;Vencedora
Proc. 09518/19;00014/2019;Pregao Presencial;201064;1.556.000,00;2019;239605680001-50;56.962.905,00;Vencedora
Proc. 09518/19;00014/2019;Pregao Presencial;201064;23.321.046,00;2019;326745980001-90;108.738.830,00;Perdedora
Proc. 09521/19;00013/2019;Pregao Presencial;601075;2.250.000,00;2019;172274850001-53;64.512.440,00;Vencedora
Proc. 09521/19;00013/2019;Pregao Presencial;601075;1.750.000,00;2019;286753310001-40;18.437.748,00;Perdedora
Proc. 09523/19;00018/2019;Pregao Presencial;201206;15.000.000,00;2019;270252470001-19;48.134.750,00;Vencedora
Proc. 09523/19;00018/2019;Pregao Presencial;201206;36.595.955,00;2019;283025340001-91;469.200,00;Vencedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;1.550.000,00;2019;17222960001-17;6.091.830,00;Perdedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;4.428.825,00;2019;29111930001-68;47.559.145,00;Vencedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;3.235.935,00;2019;46791190001-93;8.035.474,00;Perdedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;4.428.825,00;2019;47092430001-54;849.200,00;Vencedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;4.428.825,00;2019;57979870001-30;94.571.440,00;Vencedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;947.200,00;2019;77885100001-14;58.527.579,00;Vencedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;947.200,00;2019;78970390001-00;9.957.000,00;Vencedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;6.525.000,00;2019;123053870001-73;44.515.472,00;Vencedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;20.520.000,00;2019;127109160001-14;11.661.000,00;Vencedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;947.200,00;2019;168260430001-60;55.510.479,00;Vencedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;14.232.000,00;2019;270290830001-06;45.928.517,00;Vencedora
Proc. 09534/19;00018/2019;Pregao Presencial;201020;4.428.825,00;2019;634788950001-94;58.658.604,00;Vencedora
Proc. 09542/19;00022/2019;Pregao Presencial;201171;8.991.930,00;2019;108784190001-02;295.000.000,00;Vencedora
Proc. 09542/19;00022/2019;Pregao Presencial;201171;8.991.930,00;2019;115009570001-13;173.990.000,00;Vencedora
Proc. 09542/19;00022/2019;Pregao Presencial;201171;8.991.930,00;2019;178862740001-22;300.600.000,00;Vencedora
Proc. 09542/19;00022/2019;Pregao Presencial;201171;8.991.930,00;2019;243958730001-09;1.249.400.000,00;Perdedora
Proc. 09542/19;00022/2019;Pregao Presencial;201171;8.991.930,00;2019;355834750001-32;17.050.000,00;Perdedora
Proc. 09544/19;00011/2019;Pregao Presencial;201003;5.970.690,00;2019;84490960001-81;3.731.200,00;Vencedora
Proc. 09544/19;00011/2019;Pregao Presencial;201003;5.970.690,00;2019;136035340001-54;10.820.525,00;Vencedora
Proc. 09544/19;00011/2019;Pregao Presencial;201003;58.219.164,00;2019;199189050001-73;32.506.810,00;Vencedora
Proc. 09544/19;00011/2019;Pregao Presencial;201003;58.219.164,00;2019;283025340001-91;2.146.119,00;Vencedora
Proc. 09550/19;00028/2019;Pregao Presencial;201188;58.219.164,00;2019;89735690001-45;10.045.200,00;Vencedora
Proc. 09550/19;00028/2019;Pregao Presencial;201188;58.219.164,00;2019;107738520001-75;58.576.300,00;Vencedora
Proc. 09555/19;00001/2019;Tomada de Precos;201188;29.307.486,00;2019;54750460001-80;75.517.579,00;Vencedora
Proc. 09555/19;00001/2019;Tomada de Precos;201188;15.000.000,00;2019;133511200001-85;76.240.452,00;Perdedora
Proc. 09634/19;00006/2019;Pregao Presencial;201159;1.800.000,00;2019;29773620001-62;26.137.200,00;Vencedora
Proc. 09634/19;00006/2019;Pregao Presencial;201159;58.219.164,00;2019;87782010001-26;32.305.000,00;Vencedora
Proc. 09634/19;00006/2019;Pregao Presencial;201159;58.219.164,00;2019;108317010001-26;36.988.440,00;Vencedora
Proc. 09669/19;00010/2019;Pregao Presencial;201077;59.616.250,00;2019;89668950001-25;8.440.150,00;Vencedora
Proc. 09669/19;00010/2019;Pregao Presencial;201077;59.616.250,00;2019;93237450001-66;1.210.700,00;Vencedora
Proc. 09669/19;00010/2019;Pregao Presencial;201077;59.616.250,00;2019;272206920001-30;27.759.000,00;Vencedora
Proc. 09678/20;00023/2019;Tomada de Precos;201178;14.816.000,00;2020;76093110001-00;99.036.065,00;Perdedora
Proc. 09678/20;00023/2019;Tomada de Precos;201178;14.816.000,00;2020;104808220001-70;98.035.984,00;Perdedora
Proc. 09678/20;00023/2019;Tomada de Precos;201178;14.816.000,00;2020;121029780001-43;99.551.366,00;Perdedora
Proc. 09678/20;00023/2019;Tomada de Precos;201178;14.816.000,00;2020;125417350001-01;99.975.734,00;Perdedora
Proc. 09678/20;00023/2019;Tomada de Precos;201178;1.700.000,00;2020;152337910001-77;99.850.785,00;Perdedora
Proc. 09678/20;00023/2019;Tomada de Precos;201178;14.816.000,00;2020;185787310001-84;99.127.613,00;Perdedora
Proc. 09678/20;00023/2019;Tomada de Precos;201178;14.816.000,00;2020;209493290001-00;97.036.021,00;Vencedora
Proc. 09678/20;00023/2019;Tomada de Precos;201178;14.816.000,00;2020;279445730001-20;98.099.985,00;Perdedora
Proc. 09678/20;00023/2019;Tomada de Precos;201178;14.816.000,00;2020;700939430001-91;97.638.286,00;Perdedora
Proc. 09688/19;00041/2019;Pregao Presencial;201082;59.616.250,00;2019;904008880001-42;114.156.000,00;Vencedora
Proc. 09703/19;80002/2019;Pregao Presencial;201046;59.616.250,00;2019;47099480001-71;503.340.760,00;Vencedora
Proc. 09703/19;80002/2019;Pregao Presencial;201046;59.616.250,00;2019;213914280001-82;46.512.000,00;Vencedora
Proc. 09703/19;80002/2019;Pregao Presencial;201046;59.616.250,00;2019;409791710001-29;10.215.000,00;Perdedora
Proc. 09711/19;00010/2019;Pregao Presencial;201046;5.934.300,00;2019;84490960001-81;2.885.300,00;Vencedora
Proc. 09711/19;00010/2019;Pregao Presencial;201046;46.800.000,00;2019;94024060001-75;2.844.150,00;Vencedora
Proc. 09711/19;00010/2019;Pregao Presencial;201046;3.600.000,00;2019;94928000001-41;38.729.450,00;Vencedora
Proc. 09711/19;00010/2019;Pregao Presencial;201046;12.312.000,00;2019;372275500001-58;20.845.416,00;Vencedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;7994210001-24;25.210.000,00;Perdedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;16868140001-94;55.196.500,00;Perdedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;300.000,00;2019;133445330001-32;30.161.105,00;Vencedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;194649480001-26;52.575.000,00;Perdedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;3.250.000,00;2019;195942190001-94;51.565.400,00;Vencedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;198947680001-84;16.613.400,00;Perdedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;207545750001-07;51.150.700,00;Perdedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;6.000.000,00;2019;211878750001-14;26.200.990,00;Vencedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;239661630001-29;51.614.100,00;Perdedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;240596580001-37;50.046.500,00;Perdedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;245584780001-08;18.000.000,00;Perdedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;272206920001-30;43.976.500,00;Vencedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;286196030001-95;75.310.150,00;Perdedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;293904350001-71;76.706.600,00;Perdedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;3.250.000,00;2019;295528270001-90;53.618.500,00;Vencedora
Proc. 09734/19;00001/2019;Pregao Presencial;201115;205.084.270,00;2019;299774810001-71;26.327.600,00;Perdedora
Proc. 09735/19;00012/2019;Pregao Presencial;201150;13.115.934,00;2019;4632870001-96;18.709.620,00;Vencedora
Proc. 09735/19;00012/2019;Pregao Presencial;201150;8.715.000,00;2019;33953960001-01;29.786.600,00;Vencedora
Proc. 09735/19;00012/2019;Pregao Presencial;201150;5.828.000,00;2019;89015350001-45;26.389.800,00;Vencedora
Proc. 09748/19;00017/2019;Pregao Presencial;201178;8.337.000,00;2019;31156540001-59;77.632.390,00;Vencedora
Proc. 09748/19;00017/2019;Pregao Presencial;201178;8.337.000,00;2019;84490960001-81;63.540.950,00;Perdedora
Proc. 09748/19;00017/2019;Pregao Presencial;201178;8.337.000,00;2019;241189450001-70;50.202.123,00;Vencedora
Proc. 09748/19;00017/2019;Pregao Presencial;201178;6.146.551,00;2019;270624190001-24;92.168.310,00;Vencedora
Proc. 09748/19;00017/2019;Pregao Presencial;201178;1.430.000,00;2019;292445680001-30;72.284.512,00;Vencedora
Proc. 09748/19;00017/2019;Pregao Presencial;201178;8.337.000,00;2019;318575700001-26;78.375.274,00;Perdedora
Proc. 09748/19;00017/2019;Pregao Presencial;201178;8.337.000,00;2019;372275500001-58;78.777.815,00;Perdedora
Proc. 09763/19;00034/2019;Pregao Presencial;201082;16.091.855,00;2019;126461710001-71;182.452.962,00;Vencedora
Proc. 09806/19;00005/2019;Tomada de Precos;201155;2.805.835,00;2019;10841110001-96;65.892.252,00;Vencedora
Proc. 09808/20;00004/2020;Pregao Presencial;201046;2.980.500,00;2020;94024060001-75;16.714.820,00;Vencedora
Proc. 09808/20;00004/2020;Pregao Presencial;201046;4.032.000,00;2020;94928000001-41;33.829.800,00;Vencedora
Proc. 09814/20;00002/2019;Tomada de Precos;201193;78.214.766,00;2020;44417850001-99;87.172.887,00;Perdedora
Proc. 09814/20;00002/2019;Tomada de Precos;201193;78.214.766,00;2020;93265320001-98;76.917.205,00;Perdedora
Proc. 09814/20;00002/2019;Tomada de Precos;201193;78.214.766,00;2020;102910980001-37;70.638.554,00;Vencedora
Proc. 09814/20;00002/2019;Tomada de Precos;201193;78.214.766,00;2020;110941710001-43;81.300.464,00;Perdedora
Proc. 09814/20;00002/2019;Tomada de Precos;201193;78.214.766,00;2020;178097820001-07;76.489.696,00;Perdedora
Proc. 09814/20;00002/2019;Tomada de Precos;201193;78.214.766,00;2020;194208450001-64;87.700.536,00;Perdedora
Proc. 09814/20;00002/2019;Tomada de Precos;201193;21.229.575,00;2020;244142360001-32;77.456.157,00;Perdedora
Proc. 09814/20;00002/2019;Tomada de Precos;201193;78.214.766,00;2020;271061310001-04;70.744.316,00;Perdedora
Proc. 09848/19;00002/2019;Tomada de Precos;201178;16.936.000,00;2019;91818320001-26;97.820.183,00;Perdedora
Proc. 09848/19;00002/2019;Tomada de Precos;201178;16.936.000,00;2019;133511200001-85;99.591.693,00;Perdedora
Proc. 09848/19;00002/2019;Tomada de Precos;201178;16.936.000,00;2019;279445730001-20;97.442.256,00;Vencedora
Proc. 09866/19;00021/2019;Pregao Presencial;201157;77.828.828,00;2019;20449710001-69;64.943.709,00;Perdedora
Proc. 09866/19;00021/2019;Pregao Presencial;201157;10.999.560,00;2019;49061560001-97;73.286.922,00;Perdedora
Proc. 09866/19;00021/2019;Pregao Presencial;201157;13.262.304,00;2019;141184550001-10;67.916.360,00;Perdedora
Proc. 09866/19;00021/2019;Pregao Presencial;201157;77.828.828,00;2019;286958050001-16;72.276.891,00;Vencedora
Proc. 09889/19;00002/2019;Tomada de Precos;201090;1.740.000,00;2019;81602900001-42;5.968.640,00;Vencedora
Proc. 09889/19;00002/2019;Tomada de Precos;201090;341.000,00;2019;86011970001-26;9.629.500,00;Vencedora
Proc. 09889/19;00002/2019;Tomada de Precos;201090;1.200.000,00;2019;215967360001-44;31.909.780,00;Vencedora
Proc. 09889/19;00002/2019;Tomada de Precos;201090;1.720.000,00;2019;228892820001-62;8.995.050,00;Vencedora
Proc. 09889/19;00002/2019;Tomada de Precos;201090;215.500,00;2019;634788950001-94;7.950.700,00;Vencedora
Proc. 09890/19;00013/2019;Pregao Presencial;201183;276.000,00;2019;106906380001-55;71.141.757,00;Vencedora
Proc. 09890/19;00013/2019;Pregao Presencial;201183;560.000,00;2019;119575610001-08;56.361.755,00;Vencedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;2.800.000,00;2019;85108070001-86;7.680.000,00;Vencedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;1.464.100,00;2019;93414620001-47;85.314.500,00;Vencedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;7.500.000,00;2019;94853180001-84;136.107.400,00;Vencedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;1.464.100,00;2019;130635960001-10;69.059.200,00;Vencedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;1.060.500,00;2019;145288820001-77;183.775.900,00;Vencedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;11.115.000,00;2019;147912160001-27;169.126.400,00;Perdedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;1.060.500,00;2019;164175770001-33;185.836.560,00;Vencedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;1.060.500,00;2019;191644420001-00;92.985.000,00;Vencedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;1.464.100,00;2019;272547550001-79;173.385.850,00;Vencedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;1.690.240,00;2019;309810420001-11;175.101.920,00;Perdedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;83.555.000,00;2019;318575700001-26;169.834.900,00;Perdedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;76.157.200,00;2019;323940060001-87;95.688.500,00;Perdedora
Proc. 09978/19;00019/2019;Pregao Presencial;201151;11.115.000,00;2019;411245460001-31;8.397.000,00;Perdedora
Proc. 10007/20;00040/2020;Pregao Eletronico;201050;12.895.860,00;2020;20449710001-69;133.473.176,00;Perdedora
Proc. 10007/20;00040/2020;Pregao Eletronico;201050;12.895.860,00;2020;286958050001-16;270.182.700,00;Vencedora
Proc. 10019/19;06014/2019;Pregao Presencial;201123;5.281.565,00;2019;607469480001-12;79.951.000,00;Vencedora
Proc. 10047/19;00007/2019;Pregao Presencial;201093;24.000.000,00;2019;264639490001-11;161.865.165,00;Perdedora
Proc. 10047/19;00007/2019;Pregao Presencial;201093;3.300.000,00;2019;302209890001-00;161.295.723,00;Perdedora
Proc. 10047/19;00007/2019;Pregao Presencial;201093;0;2019;305975770001-93;150.802.650,00;Vencedora
Proc. 10056/19;16004/2019;Pregao Presencial;201148;28.465.240,00;2019;81602900001-42;132.217.700,00;Perdedora
Proc. 10056/19;16004/2019;Pregao Presencial;201148;700.000,00;2019;172274850001-53;109.470.700,00;Vencedora
Proc. 10056/19;16004/2019;Pregao Presencial;201148;2.340.000,00;2019;279856640001-03;121.083.540,00;Vencedora
Proc. 10060/19;00019/2019;Pregao Presencial;201088;2.699.551,00;2019;229624830001-48;9.120.793,00;Vencedora
Proc. 10060/19;00019/2019;Pregao Presencial;201088;2.699.551,00;2019;286958050001-16;45.558.850,00;Vencedora
Proc. 10078/19;00009/2019;Pregao Presencial;201093;4.006.874,00;2019;172274850001-53;109.359.550,00;Vencedora
Proc. 10078/19;00009/2019;Pregao Presencial;201093;4.006.874,00;2019;261569230001-20;89.100.848,00;Vencedora
Proc. 10083/19;00018/2019;Pregao Presencial;201170;7.802.625,00;2019;30918520001-20;21.236.040,00;Vencedora
Proc. 10083/19;00018/2019;Pregao Presencial;201170;985.000,00;2019;109571740001-09;3.692.945,00;Vencedora
Proc. 10083/19;00018/2019;Pregao Presencial;201170;7.802.625,00;2019;131605480001-40;29.132.700,00;Vencedora
Proc. 10083/19;00018/2019;Pregao Presencial;201170;4.006.874,00;2019;142899590001-01;48.207.280,00;Vencedora
Proc. 10083/19;00018/2019;Pregao Presencial;201170;7.802.625,00;2019;245008940001-47;19.765.000,00;Vencedora
Proc. 10089/19;00018/2019;Pregao Presencial;201155;4.620.000,00;2019;46791190001-93;149.089,00;Vencedora
Proc. 10089/19;00018/2019;Pregao Presencial;201155;7.802.625,00;2019;53430290001-90;7.601.040,00;Vencedora
Proc. 10089/19;00018/2019;Pregao Presencial;201155;6.442.600,00;2019;108317010001-26;12.854.465,00;Vencedora
Proc. 10089/19;00018/2019;Pregao Presencial;201155;7.802.625,00;2019;123053870001-73;41.838.668,00;Vencedora
Proc. 10089/19;00018/2019;Pregao Presencial;201155;6.442.600,00;2019;152185610001-39;12.236.846,00;Vencedora
Proc. 10089/19;00018/2019;Pregao Presencial;201155;1.925.000,00;2019;168260430001-60;2.412.930,00;Vencedora
Proc. 10089/19;00018/2019;Pregao Presencial;201155;600.000,00;2019;202268460001-51;20.176.191,00;Vencedora
Proc. 10089/19;00018/2019;Pregao Presencial;201155;1.305.000,00;2019;407871520001-09;980.007,00;Vencedora
Proc. 10089/19;00018/2019;Pregao Presencial;201155;792.000,00;2019;634788950001-94;1.211.157,00;Vencedora
Proc. 10091/19;06008/2019;Pregao Presencial;201123;33.902.000,00;2019;24138800001-53;61.968.239,00;Vencedora
Proc. 10091/19;06008/2019;Pregao Presencial;201123;420.000,00;2019;33953960001-01;58.978.620,00;Vencedora
Proc. 10091/19;06008/2019;Pregao Presencial;201123;22.655.000,00;2019;165152520001-93;12.222.481,00;Perdedora
Proc. 10119/19;00001/2019;Pregao Presencial;201025;1.875.532.620,00;2019;607011900001-04;200.000.000,00;Vencedora
Proc. 10128/19;80003/2019;Pregao Presencial;201046;8.400.000,00;2019;118956530001-00;73.967.900,00;Vencedora
Proc. 10128/19;80003/2019;Pregao Presencial;201046;130.357.500,00;2019;130948980001-56;98.645.950,00;Vencedora
Proc. 10137/19;00005/2019;Pregao Presencial;201139;7.700.000,00;2019;87447680001-81;78.324.000,00;Vencedora
Proc. 10137/19;00005/2019;Pregao Presencial;201139;4.400.000,00;2019;136194620001-33;3.523.520,00;Perdedora
Proc. 10137/19;00005/2019;Pregao Presencial;201139;4.500.000,00;2019;701065130001-67;5.810.000,00;Vencedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;25275310001-62;12.581.100,00;Vencedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;41873840001-54;4.860.000,00;Vencedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;9.600.000,00;2019;42389510001-54;24.796.547,00;Perdedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;46791190001-93;52.012.160,00;Perdedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;47092430001-54;4.090.000,00;Vencedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;57979870001-30;674.053,00;Vencedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;21.742.315,00;2019;62074410001-45;7.158.500,00;Perdedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;94780230001-80;6.878.810,00;Vencedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;127109160001-14;10.885.000,00;Vencedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;127340180001-04;50.267.900,00;Perdedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;168260430001-60;11.994.200,00;Vencedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;231789000001-29;6.171.000,00;Vencedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;36.700.000,00;2019;268732360001-26;2.385.000,00;Vencedora
Proc. 10149/19;00005/2019;Pregao Presencial;201088;29.012.130,00;2019;314999390001-76;5.834.000,00;Perdedora
Proc. 10165/19;16384/2019;Pregao Presencial;601050;1.350.000,00;2019;286958050001-16;78.000.000,00;Vencedora
Proc. 10166/19;16378/2019;Pregao Presencial;601050;65.974.850,00;2019;69487690002-01;187.139.000,00;Vencedora
Proc. 10166/19;16378/2019;Pregao Presencial;601050;65.974.850,00;2019;153831010001-66;20.455.000,00;Vencedora
Proc. 10191/19;00008/2019;Pregao Presencial;201113;77.501.710,00;2019;29111930001-68;52.782.100,00;Vencedora
Proc. 10191/19;00008/2019;Pregao Presencial;201113;77.501.710,00;2019;43630210001-22;51.148.820,00;Vencedora
Proc. 10191/19;00008/2019;Pregao Presencial;201113;77.501.710,00;2019;81602900001-42;43.289.702,00;Perdedora
Proc. 10191/19;00008/2019;Pregao Presencial;201113;77.501.710,00;2019;92608310001-77;39.694.816,00;Vencedora
Proc. 10191/19;00008/2019;Pregao Presencial;201113;77.501.710,00;2019;166821790001-44;43.868.101,00;Perdedora
Proc. 10191/19;00008/2019;Pregao Presencial;201113;77.501.710,00;2019;172908350001-26;59.334.164,00;Vencedora
Proc. 10191/19;00008/2019;Pregao Presencial;201113;1.350.000,00;2019;224656400001-00;40.934.561,00;Vencedora
Proc. 10191/19;00008/2019;Pregao Presencial;201113;77.501.710,00;2019;261569230001-20;32.852.430,00;Vencedora
Proc. 10191/19;00008/2019;Pregao Presencial;201113;77.501.710,00;2019;298680590001-88;31.335.220,00;Vencedora
Proc. 10208/19;00026/2019;Pregao Presencial;201036;27.587.440,00;2019;26206220001-48;18.405.920,00;Vencedora
Proc. 10208/19;00026/2019;Pregao Presencial;201036;3.152.494,00;2019;90411890001-35;9.805.000,00;Vencedora
Proc. 10208/19;00026/2019;Pregao Presencial;201036;1.300.000,00;2019;230279590001-16;9.823.000,00;Vencedora
Proc. 10208/19;00026/2019;Pregao Presencial;201036;3.600.000,00;2019;247791860001-97;73.726.200,00;Vencedora
Proc. 10208/19;00026/2019;Pregao Presencial;201036;27.587.440,00;2019;354249850001-67;40.066.230,00;Vencedora
Proc. 10214/19;00021/2019;Pregao Presencial;201152;27.587.440,00;2019;108978590001-07;36.979.750,00;Vencedora
Proc. 10214/19;00021/2019;Pregao Presencial;201152;27.587.440,00;2019;274607560001-70;44.961.940,00;Vencedora
Proc. 10219/19;00012/2019;Pregao Presencial;601040;27.587.440,00;2019;81602900001-42;100.592.930,00;Perdedora
Proc. 10219/19;00012/2019;Pregao Presencial;601040;15.000.000,00;2019;202268460001-51;83.813.500,00;Vencedora
Proc. 10219/19;00012/2019;Pregao Presencial;601040;15.000.000,00;2019;264364060001-05;122.976.150,00;Vencedora
Proc. 10219/19;00012/2019;Pregao Presencial;601040;27.587.440,00;2019;297753130001-01;71.674.600,00;Vencedora
Proc. 10219/19;00012/2019;Pregao Presencial;601040;10.911.000,00;2019;298680590001-88;91.379.700,00;Vencedora
Proc. 10219/19;00012/2019;Pregao Presencial;601040;33.600.000,00;2019;701043440001-26;103.258.460,00;Vencedora
Proc. 10286/20;00019/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);201050;300.000,00;2020;22121190001-53;9.300.000,00;Vencedora
Proc. 10307/19;00004/2019;Pregao Presencial;602139;72.313.100,00;2019;44199890001-23;56.960.314,00;Vencedora
Proc. 10307/19;00004/2019;Pregao Presencial;602139;72.313.100,00;2019;87782010001-26;42.913.320,00;Vencedora
Proc. 10307/19;00004/2019;Pregao Presencial;602139;72.313.100,00;2019;151616700001-67;32.442.665,00;Vencedora
Proc. 10307/19;00004/2019;Pregao Presencial;602139;72.313.100,00;2019;152185610001-39;19.360.280,00;Vencedora
Proc. 10307/19;00004/2019;Pregao Presencial;602139;72.313.100,00;2019;297753130001-01;1.605.040,00;Vencedora
Proc. 10327/20;00017/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);303050;18.326.016,00;2020;104619750001-70;18.000.000,00;Perdedora
Proc. 10327/20;00017/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);303050;5.723.910,00;2020;132729530001-50;19.500.000,00;Perdedora
Proc. 10327/20;00017/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);303050;5.723.910,00;2020;223316600001-98;8.500.000,00;Vencedora
Proc. 10385/19;00006/2019;Pregao Presencial;201049;5.611.807,00;2019;242222670001-91;118.776.900,00;Vencedora
Proc. 10400/19;00010/2019;Pregao Presencial;201013;99.573.700,00;2019;46504780001-18;92.845.000,00;Perdedora
