,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,cast,keywords,director
3951,155000000,"['War', 'History', 'Action']",,1966,tt0346491,en,Alexander,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",13.498641,2004-11-21,167298192.0,175.0,Released,The greatest legend of all was real.,Alexander,False,5.6,957.0,"['Colin Farrell', 'Angelina Jolie', 'Val Kilmer']","['aristotle', 'egypt', 'greece']",Oliver Stone
3952,150000000,"['Animation', 'Family', 'Comedy']",http://movies.disney.com/chicken-little,9982,tt0371606,en,Chicken Little,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",18.584609,2005-11-04,314432665.0,81.0,Released,"When it comes to saving the world, it helps to be a little chicken.",Chicken Little,False,5.6,974.0,"['Zach Braff', 'Joan Cusack', 'Dan Molina']","['fish', 'small town', 'space marine']",Mark Dindal
3953,35000000,"['Thriller', 'Action', 'Mystery']",http://www.abductionthefilm.com/,59965,tt1600195,en,Abduction,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,10.512109,2011-09-22,82087155.0,106.0,Released,They stole his life. He's taking it back.,Abduction,False,5.6,987.0,"['Taylor Lautner', 'Lily Collins', 'Alfred Molina']","['cia', 'airport', 'hero']",John Singleton
3954,60000000,"['Fantasy', 'Drama', 'Romance']",,109491,tt1559547,en,Beautiful Creatures,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",20.485203,2013-02-13,60052138.0,124.0,Released,Dark secrets will come to light.,Beautiful Creatures,False,5.6,1017.0,"['Alden Ehrenreich', 'Alice Englert', 'Jeremy Irons']","['civil war', 'southern usa', 'magic']",Richard LaGravenese
3955,105000000,"['Adventure', 'Animation', 'Family']",http://www.iceagemovies.com/films/ice-age-collision-course,278154,tt3416828,en,Ice Age: Collision Course,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and encountering a host of colorful new characters.",20.151037,2016-06-23,408579038.0,100.0,Released,One small step. One giant mess.,Ice Age: Collision Course,False,5.6,1170.0,"['Ray Romano', 'John Leguizamo', 'Denis Leary']","['fire', 'ice', 'mammoth']",Mike Thurmeier
3956,70000000,"['Adventure', 'Science Fiction', 'Action']",http://www.avp-movie.com/,395,tt0370263,en,AVP: Alien vs. Predator,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",12.636205,2004-08-12,171183863.0,101.0,Released,Whoever wins... We lose,AVP: Alien vs. Predator,False,5.6,1241.0,"['Sanaa Lathan', 'Raoul Bova', 'Ewen Bremner']","['saving the world', 'predator', 'laserpointer']",Paul W.S. Anderson
3957,92000000,"['Action', 'Adventure', 'Comedy']",,4327,tt0160127,en,Charlie's Angels,"Aspects of this take on the 1970s hit TV series are similar to the original show :Angels Dylan, Natalie and Alex still work for Charlie and interface with Bosley. They still flip their hair, stop traffic with a smile and kick butt. The differences are the unsubtle humor, the martial arts training and the high-tech premise: This time, they're hot on the trail of stolen software.",9.774985,2000-11-02,264105545.0,98.0,Released,Get Some Action,Charlie's Angels,False,5.6,1253.0,"['Cameron Diaz', 'Lucy Liu', 'Drew Barrymore']","['martial arts', 'female friendship', 'millionaire']",McG
3958,100000000,"['Thriller', 'Science Fiction', 'Action']",,869,tt0133152,en,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",17.319836,2001-07-25,362211740.0,119.0,Released,You'll be sorry you were ever born human,Planet of the Apes,False,5.6,1270.0,"['Mark Wahlberg', 'Tim Roth', 'Helena Bonham Carter']","['gorilla', 'space marine', 'space suit']",Tim Burton
3959,35000000,['Comedy'],http://www.neighbors-movie.com/,325133,tt4438848,en,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,9.914008,2016-05-04,108758521.0,91.0,Released,New neighbors.,Neighbors 2: Sorority Rising,False,5.6,1490.0,"['Seth Rogen', 'Rose Byrne', 'Zac Efron']","['alcohol', 'college', 'party']",Nicholas Stoller
3960,65000000,"['Action', 'Horror', 'Science Fiction']",http://www.residentevil-movie.com/site/,71679,tt1855325,en,Resident Evil: Retribution,"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",0.948759,2012-09-12,240159255.0,95.0,Released,The Ultimate Battle Begins,Resident Evil: Retribution,False,5.6,1618.0,"['Milla Jovovich', 'Sienna Guillory', 'Michelle Rodriguez']","['mutant', 'dystopia', 'sequel']",Paul W.S. Anderson
3961,35000000,"['Comedy', 'Crime']",http://www.identitythiefmovie.com,109431,tt2024432,en,Identity Thief,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",7.321172,2013-02-07,173965010.0,111.0,Released,She's having the time of his life,Identity Thief,False,5.6,1667.0,"['Jason Bateman', 'Melissa McCarthy', 'Jon Favreau']",[],Seth Gordon
3962,50000000,"['Fantasy', 'Comedy', 'Music']",http://movies.disney.com/into-the-woods/,224141,tt2180411,en,Into the Woods,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",9.580785,2014-12-25,212902372.0,125.0,Released,Be careful what you wish for...,Into the Woods,False,5.6,1688.0,"['Meryl Streep', 'Emily Blunt', 'James Corden']","['witch', 'cinderella', 'prince']",Rob Marshall
3963,100000000,"['Action', 'Adventure']",,184315,tt1267297,en,Hercules,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.",19.606895,2014-07-23,243400000.0,99.0,Released,"Before he was a legend, he was a man.",Hercules,False,5.6,1707.0,"['Dwayne Johnson', 'Ian McShane', 'John Hurt']","['mercenary', 'battle', 'ancient greece']",Brett Ratner
3964,140000000,"['Adventure', 'Drama', 'Action']",http://www.exodusgodsandkings.com/,147441,tt1528100,en,Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",16.320249,2014-12-03,268031828.0,150.0,Released,"Once brothers, now enemies.",Exodus: Gods and Kings,False,5.6,1957.0,"['Christian Bale', 'Joel Edgerton', 'John Turturro']","['moses', 'bible', 'ancient egypt']",Ridley Scott
3965,175000000,"['Adventure', 'Action', 'Thriller']",http://www.gijoemovie.com/,14869,tt1046173,en,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",11.787058,2009-08-04,302469017.0,118.0,Released,"When all else fails, they don't.",G.I. Joe: The Rise of Cobra,False,5.6,1988.0,"['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans']","['terrorist', 'secret', 'hostage']",Stephen Sommers
3966,38000000,"['Adventure', 'Science Fiction']",https://www.facebook.com/5thWaveMovie/,299687,tt2304933,en,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,10.788263,2016-01-14,109906372.0,112.0,Released,Protect Your Own,The 5th Wave,False,5.6,1993.0,"['Chloë Grace Moretz', 'Nick Robinson', 'Alex Roe']","['based on novel', 'dystopia', 'alien']",J Blakeson
3967,125000000,"['Adventure', 'Fantasy', 'Action']",http://www.clash-of-the-titans.com/,18823,tt0800320,en,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",11.972347,2010-04-01,232713139.0,106.0,Released,Titans will clash.,Clash of the Titans,False,5.6,2280.0,"['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes']","['hades', 'mythology', 'greek mythology']",Louis Leterrier
3968,19000000,"['Adventure', 'Animation', 'Comedy']",http://www.sausagepartymovie.com,223702,tt1700841,en,Sausage Party,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",17.56963,2016-07-11,140705322.0,83.0,Released,Always use condiments,Sausage Party,False,5.6,2310.0,"['Seth Rogen', 'Kristen Wiig', 'Jonah Hill']","['supermarket', 'party', 'sausage']",Conrad Vernon
3969,50000000,"['Adventure', 'Fantasy', 'Drama']",http://www.twilightthemovie.com/,18239,tt1259571,en,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",30.121292,2009-03-15,709827462.0,130.0,Released,The Next Chapter Begins.,The Twilight Saga: New Moon,False,5.6,2518.0,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']","['moon', 'cinema', 'vampire']",Chris Weitz
3970,88000000,"['Action', 'Comedy', 'Science Fiction']",http://www.pixels-movie.com/,257344,tt2120120,en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,21.14796,2015-07-16,243637091.0,105.0,Released,Game On.,Pixels,False,5.6,2564.0,"['Adam Sandler', 'Michelle Monaghan', 'Peter Dinklage']","['video game', 'nerd', 'alien attack']",Chris Columbus
3971,200000000,"['Action', 'Adventure', 'Science Fiction']",http://www.sonypictures.com/movies/2012,14161,tt1190080,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",16.698628,2009-10-10,769653595.0,158.0,Released,We Were Warned.,2012,False,5.6,4994.0,"['John Cusack', 'Amanda Peet', 'Chiwetel Ejiofor']","['civilization', 'natural disaster', 'end of the world']",Roland Emmerich
3972,0,"['Adventure', 'Fantasy', 'Horror']",,74461,tt1545660,en,Knights of Badassdom,Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,6.281872,2013-01-21,0.0,86.0,Released,'Tis about to get medieval up in here.,Knights of Badassdom,False,5.5,162.0,"['Peter Dinklage', 'Ryan Kwanten', 'Summer Glau']","['magic', 'supernatural', 'murder']",Joe Lynch
3973,17000000,"['Comedy', 'Romance']",,13476,tt0335559,en,Win a Date with Tad Hamilton!,"A small-town girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend.",5.924226,2004-01-23,16980098.0,95.0,Released,"In every love story, there's only room for one leading man.",Win a Date with Tad Hamilton!,False,5.5,163.0,"['Josh Duhamel', 'Kate Bosworth', 'Topher Grace']","['celebrity', 'romantic comedy', 'male female relationship']",Robert Luketic
3974,21500000,"['Thriller', 'Action']",,195590,tt2126235,en,Collide,"An American backpacker gets involved with a ring of drug smugglers as their driver, and winds up on the run from his employers across Munich's autobahns.",31.314013,2016-08-04,4811525.0,98.0,Released,,Collide,False,5.5,164.0,"['Nicholas Hoult', 'Felicity Jones', 'Anthony Hopkins']",[],Eran Creevy
3975,0,"['Comedy', 'Family', 'Science Fiction']",,11966,tt0096101,en,Short Circuit 2,Robot Johnny Five comes to the city and gets manipulated by criminals who want him for their own purposes.,7.34677,1988-07-06,21630088.0,110.0,Released,The adventures of America's most electric leading man continue.,Short Circuit 2,False,5.5,168.0,"['Fisher Stevens', 'Michael McKean', 'Cynthia Gibb']","['robbery', 'helicopter', 'boat']",Kenneth Johnson
3976,10000000,"['Action', 'Drama', 'Horror']",,9980,tt0091499,en,Maximum Overdrive,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",6.614078,1986-07-25,7433663.0,97.0,Released,Stephen King's masterpiece of terror directed by the master himself.,Maximum Overdrive,False,5.5,170.0,"['Emilio Estevez', 'Pat Hingle', 'Laura Harrington']","['man vs machine', 'gas station', 'roadhouse']",Stephen King
3977,0,"['Comedy', 'Thriller']",,237756,tt2393845,en,Kill Me Three Times,"While on a seemingly routine job, a jaded hit man discovers that he's not the only one with his target in the crosshairs.",11.616811,2015-04-10,0.0,90.0,Released,Once is never enough.,Kill Me Three Times,False,5.5,171.0,"['Simon Pegg', 'Teresa Palmer', 'Sullivan Stapleton']","['assassin', 'dark comedy']",Kriv Stenders
3978,0,['Comedy'],,253344,tt1725986,en,Some Kind of Beautiful,"By day, Richard Haig is a successful and well-respected English professor at renowned Trinity College in Cambridge.  By night, Richard indulges his own romantic fantasies with a steady stream of beautiful undergraduates.  But Richard has grown tired of the  game and is looking for something more meaningful and lasting.  So when Kate, Richard’s tanned, athletic, 25-year-old American girlfriend tells him that she is pregnant, Richard is thrilled.  He looks forward to having a family of his own,  being a father his children could be proud of, not some sex-fueled bobcat.  There is only one problem.  Richard’s not in love with Kate.  Richard is in love with Kate’s sister, Olivia. He had been in love with her ever since he first saw her.",8.410855,2015-07-16,0.0,99.0,Released,Every good love story has three sides.,Some Kind of Beautiful,False,5.5,171.0,"['Jessica Alba', 'Pierce Brosnan', 'Malcolm McDowell']",['english professor'],Tom Vaughan
3979,0,['Comedy'],,11472,tt0113986,en,Nine Months,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",8.482834,1995-07-12,69660733.0,103.0,Released,Ready or Not.,Nine Months,False,5.5,171.0,"['Hugh Grant', 'Julianne Moore', 'Tom Arnold']","['parent child relationship', 'baby', 'marriage']",Chris Columbus
3980,2900000,"['Horror', 'Thriller']",http://noonelivesthemovie.com/,123109,tt1763264,en,No One Lives,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,7.202832,2013-03-09,74918.0,86.0,Released,No one runs. No one escapes.,No One Lives,False,5.5,173.0,"['Luke Evans', 'Adelaide Clemens', 'Lee Tergesen']","['suicide', 'male nudity', 'female nudity']",Ryûhei Kitamura
3981,0,"['Comedy', 'Drama', 'Fantasy']",,2928,tt0117038,en,Michael,Tabloid reporters are sent by their editor to investigate after the paper recieves a letter from a woman claiming an angel is living with her.,9.473162,1996-12-25,119718203.0,105.0,Released,He's an angel... Not a saint.,Michael,False,5.5,174.0,"['John Travolta', 'Andie MacDowell', 'William Hurt']","['angel', 'vice', 'road trip']",Nora Ephron
3982,35000000,"['Action', 'Adventure', 'Thriller']",,9091,tt0114576,en,Sudden Death,"International action superstar Jean Claude Van Damme teams with Powers Boothe in a Tension-packed, suspense thriller, set against the back-drop of a Stanley Cup game.Van Damme portrays a father whose daughter is suddenly taken during a championship hockey game. With the captors demanding a billion dollars by game's end, Van Damme frantically sets a plan in motion to rescue his daughter and abort an impending explosion before the final buzzer...",5.23158,1995-12-22,64350171.0,106.0,Released,Terror goes into overtime.,Sudden Death,False,5.5,174.0,"['Jean-Claude Van Damme', 'Powers Boothe', 'Dorian Harewood']","['terrorist', 'hostage', 'explosive']",Peter Hyams
3983,0,"['Action', 'Comedy']",,9622,tt0118708,en,Beverly Hills Ninja,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",12.16305,1997-01-17,0.0,88.0,Released,He put's the Mortal back in Kombat.,Beverly Hills Ninja,False,5.5,176.0,"['Chris Farley', 'Nicollette Sheridan', 'Robin Shou']","['japan', 'ninja fighter', 'overweight man']",Dennis Dugan
3984,0,"['Drama', 'Comedy']",,152790,tt1294970,en,The Angriest Man in Brooklyn,"After learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.",9.911949,2014-05-23,0.0,84.0,Released,Everyone has a bad day. Henry has one every day.,The Angriest Man in Brooklyn,False,5.5,179.0,"['Robin Williams', 'Mila Kunis', 'Peter Dinklage']",['dark comedy'],Phil Alden Robinson
3985,70000000,['Thriller'],,11258,tt0120696,en,Hard Rain,"Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics.",6.363405,1998-01-16,19870567.0,97.0,Released,"In the worst storm in living memory, one guard stands between five men and three million dollars.",Hard Rain,False,5.5,181.0,"['Morgan Freeman', 'Christian Slater', 'Randy Quaid']","['sheriff', 'rain', 'evacuation']",Mikael Salomon
3986,32000000,"['Action', 'Comedy']",,270774,tt2238032,en,Skiptrace,A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal.,10.912208,2016-07-21,58500000.0,107.0,Released,Ready. Set. Panic.,Skiptrace,False,5.5,181.0,"['Jackie Chan', 'Johnny Knoxville', 'Fan Bingbing']","['detective', 'hong kong', 'chinese']",Renny Harlin
3987,0,"['Drama', 'Horror', 'Thriller']",,159128,tt2309021,en,We Are What We Are,"In this reimagining of the 2010 Mexican film of the same name, director Jim Mickle paints a gruesome portrait of an introverted family struggling to keep their macabre traditions alive, giving us something we can really sink our teeth into.",7.859837,2013-09-27,81381.0,105.0,Released,Blood is the strongest bond.,We Are What We Are,False,5.5,192.0,"['Bill Sage', 'Ambyr Childers', 'Julia Garner']","['rain', 'funeral', 'bone']",Jim Mickle
3988,32000000,"['Drama', 'Family', 'Fantasy']",,34636,tt0100240,en,The Neverending Story II: The Next Chapter,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",6.658994,1990-10-24,16283667.0,89.0,Released,Begin an all new adventure as a young boy returns to a world of wonder on the wings of his imagination.,The Neverending Story II: The Next Chapter,False,5.5,193.0,"['Jonathan Brandis', 'Kenny Morrison', 'Clarissa Burt']","['book', 'sequel', 'reading']",George T. Miller
3989,0,"['Horror', 'Mystery', 'Thriller']",,111440,tt2040560,en,The Pact,"After their mother passes away, sisters Nicole and Annie reluctantly return to their childhood home to pay their last respects. While staying overnight in the house, the sisters sense a mysterious presence in their midst: noises startling them in the night, objects moving about, a fallen picture of an unknown woman posed next to their mother. Annie begins experiencing a series of intense and disturbing dreams - visions that lead her to uncover something terrible about her mother's past that is finally revealing itself.",10.403371,2012-05-25,0.0,89.0,Released,Some doors should never be opened.,The Pact,False,5.5,194.0,"['Caity Lotz', 'Casper Van Dien', 'Agnes Bruckner']","['haunting', 'childhood home', 'death of mother']",Nicholas McCarthy
3990,0,"['Action', 'Adventure', 'Crime']",http://www.fightingmovie.net,17336,tt1082601,en,Fighting,"Small-town boy Shawn MacArthur has come to New York City with nothing. Barely earning a living selling counterfeit goods on the streets, his luck changes when scam artist Harvey Boarden sees that he has a natural talent for streetfighting. When Harvey offers Shawn help at making the real cash, the two form an uneasy partnership.",7.036697,2009-04-24,32474120.0,105.0,Released,Some Dreams Are Worth The Fight,Fighting,False,5.5,198.0,"['Channing Tatum', 'Terrence Howard', 'Zulay Henao']","['sport', 'street fighter', 'new york city']",Dito Montiel
3991,0,"['Comedy', 'Drama', 'Family']",http://www.watchvideoseries.com/movies/the-perfect-man-2005/,15648,tt0380623,en,The Perfect Man,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.",4.845647,2005-06-17,0.0,100.0,Released,Is it all too good to be true?,The Perfect Man,False,5.5,207.0,"['Hilary Duff', 'Heather Locklear', 'Chris Noth']","['mother', 'man-woman relation', 'single']",Mark Rosman
3992,0,"['Drama', 'Horror', 'Science Fiction']",,338676,tt3467412,en,Extinction,"And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.",6.171657,2015-08-07,0.0,110.0,Released,"When the undead can evolve, no one is safe.",Extinction,False,5.5,207.0,"['Matthew Fox', 'Jeffrey Donovan', 'Quinn McColgan']","['mutant', 'thriller', 'zombie']",Miguel Ángel Vivas
3993,17000000,"['Action', 'Comedy', 'Crime']",,10345,tt0097637,en,K-9,"The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A ""friend"" gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...",5.772293,1989-04-28,78247647.0,101.0,Released,Meet the two toughest cops in town.  One's just a little smarter than the other!,K-9,False,5.5,209.0,"['Jim Belushi', 'Mel Harris', 'Kevin Tighe']","['helicopter', 'police operation', 'shadowing']",Rod Daniel
3994,19000000,"['Horror', 'Mystery', 'Thriller']",,11377,tt0185371,en,House on Haunted Hill,"A remake of the 1959 film of the same name. A millionaire offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",10.187278,1999-10-29,40846082.0,93.0,Released,Evil loves to party.,House on Haunted Hill,False,5.5,211.0,"['Geoffrey Rush', 'Famke Janssen', 'Taye Diggs']","['lunatic asylum', 'aftercreditsstinger']",William Malone
3995,20000000,"['Action', 'Crime', 'Drama']",,4597,tt0913354,en,Armored,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",9.951662,2009-12-04,22942221.0,88.0,Released,Who will be the last man standing?,Armored,False,5.5,211.0,"['Columbus Short', 'Laurence Fishburne', 'Skeet Ulrich']","['robbery', 'homeless person', 'bank']",Nimród Antal
3996,100000000,"['Action', 'Comedy', 'Drama']",,5375,tt0486583,en,Fred Claus,"Fred Claus and Santa Claus have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes overshadows him. When an efficiency expert assesses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.",5.502098,2007-11-03,97838349.0,116.0,Released,Everybody has that one relative who can't help but cause problems over the holidays. Even Santa.,Fred Claus,False,5.5,211.0,"['Vince Vaughn', 'Paul Giamatti', 'John Michael Higgins']","['holiday', 'brother brother relationship', 'elves']",David Dobkin
3997,1700000,"['Action', 'Science Fiction']",,1705,tt0069768,en,Battle for the Planet of the Apes,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",11.644764,1973-06-15,8844595.0,93.0,Released,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,Battle for the Planet of the Apes,False,5.5,220.0,"['Roddy McDowall', 'Natalie Trundy', 'Austin Stoker']","['post-apocalyptic', 'dystopia', 'ape']",J. Lee Thompson
3998,0,"['Animation', 'Action', 'Adventure']",,230222,tt1705952,en,Tarzan,"One of the most classic and revered stories of all time, Edgar Rice Burroughs' Tarzan returns to the big screen for a new generation. Tarzan and Jane face a mercenary army dispatched by the evil CEO of Greystoke Energies, a man who took over the company from Tarzan's parents, after they died in a plane crash in the African jungle.",8.651247,2013-07-25,0.0,94.0,Released,The legend starts here,Tarzan,False,5.5,223.0,"['Kellan Lutz', 'Spencer Locke', 'Les Bubb']","['based on novel', 'tarzan', 'motion capture']",Reinhard Klooss
3999,2000000,"['Action', 'Comedy', 'Romance']",http://www.hitandrunmovie.com/,109513,tt2097307,en,Hit & Run,Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road.,7.148558,2012-08-22,14400000.0,100.0,Released,A Comedy That Never Takes Its Foot Off The Gas,Hit & Run,False,5.5,225.0,"['Kristen Bell', 'Dax Shepard', 'Tom Arnold']","['witness protection', 'getaway driver', 'duringcreditsstinger']",Dax Shepard
4000,35000000,"['Comedy', 'Romance']",,11638,tt0372237,en,Guess Who,"The fiancé of an African-American woman who's met with skepticism and suspicion from her father when she takes him home for the all-important introduction. As the wedding approaches, Dad must come to terms with his future son-in-law.",6.71898,2005-03-25,68915888.0,105.0,Released,His house. His rules. Some in-laws were made to be broken.,Guess Who,False,5.5,230.0,"['Bernie Mac', 'Ashton Kutcher', 'Zoe Saldana']","['black people', 'jealousy', 'parents-in-law']",Kevin Rodney Sullivan
4001,0,"['Horror', 'Science Fiction', 'Thriller']",,123105,tt1713476,en,The Bay,"Two million fish washed ashore. One thousand blackbirds dropped from the sky. On July 4, 2009 a deadly menace swept through the quaint seaside town of Claridge, Maryland, but the harrowing story of what happened that Independence Day has never been told—until now. The authorities believed they had buried the truth about the tragedy that claimed over 700 human lives. Now, three years later, a reporter has emerged with footage revealing the cover-up and an unimaginable killer: a mysterious parasitic outbreak. Told from the perspective of those who were there and saw what happened, The Bay unfolds over 24 hours through people's iPhones, Androids, 911 calls, webcams, and whatever else could be used to document the nightmare in Claridge. What follows is a nerve-shredding tale of a small town plunged into absolute terror.",6.770051,2012-09-13,30668.0,84.0,Released,Panic feeds on fear.,The Bay,False,5.5,237.0,"['Kristen Connolly', 'Will Rogers', 'Michael Beasley']","['parasite', 'found footage']",Barry Levinson
